[0.000605] INIT: Logger started :)
[0.000949] EVENT: Parameters parsed for blob detector
[11.531146] DEBUG: Frame 48 process time: 0.092091s
[11.699763] DEBUG: Frame 49 process time: 0.074994s
[11.818771] DEBUG: Frame 50 process time: 0.087883s
[11.981077] DEBUG: Frame 51 process time: 0.075795s
[12.124300] DEBUG: Frame 52 process time: 0.086066s
[12.318732] DEBUG: Frame 53 process time: 0.075886s
[12.435414] DEBUG: Frame 54 process time: 0.085551s
[12.593323] DEBUG: Frame 55 process time: 0.075707s
[12.710865] DEBUG: Frame 56 process time: 0.086613s
[12.876491] DEBUG: Frame 57 process time: 0.075382s
[12.994778] DEBUG: Frame 58 process time: 0.087078s
[13.161407] DEBUG: Frame 59 process time: 0.076192s
[13.280652] DEBUG: Frame 60 process time: 0.088528s
[13.454062] DEBUG: Frame 61 process time: 0.081016s
[13.573253] DEBUG: Frame 62 process time: 0.088385s
[13.741478] DEBUG: Frame 63 process time: 0.076217s
[13.858684] DEBUG: Frame 64 process time: 0.086878s
[14.020586] DEBUG: Frame 65 process time: 0.075477s
[14.155487] DEBUG: Frame 66 process time: 0.104478s
[14.326382] DEBUG: Frame 67 process time: 0.089133s
[14.460686] DEBUG: Frame 68 process time: 0.103367s
[14.606326] DEBUG: Frame 69 process time: 0.077011s
[14.748405] DEBUG: Frame 70 process time: 0.104164s
[14.902468] DEBUG: Frame 71 process time: 0.076976s
[15.022847] DEBUG: Frame 72 process time: 0.089885s
[15.188895] DEBUG: Frame 73 process time: 0.075672s
[15.309774] DEBUG: Frame 74 process time: 0.089856s
[15.484171] DEBUG: Frame 75 process time: 0.074968s
[15.604124] DEBUG: Frame 76 process time: 0.088781s
[15.772826] DEBUG: Frame 77 process time: 0.075679s
[15.889527] DEBUG: Frame 78 process time: 0.085978s
[16.064459] DEBUG: Frame 79 process time: 0.075163s
[16.181711] DEBUG: Frame 80 process time: 0.086634s
[16.345264] DEBUG: Frame 81 process time: 0.075636s
[16.462849] DEBUG: Frame 82 process time: 0.087023s
[16.632775] DEBUG: Frame 83 process time: 0.075656s
[16.750968] DEBUG: Frame 84 process time: 0.086811s
[16.917094] DEBUG: Frame 85 process time: 0.075754s
[17.039268] DEBUG: Frame 86 process time: 0.091283s
[17.205103] DEBUG: Frame 87 process time: 0.075784s
[17.323968] DEBUG: Frame 88 process time: 0.088130s
[17.488766] DEBUG: Frame 89 process time: 0.075599s
[17.606196] DEBUG: Frame 90 process time: 0.086914s
[17.796388] DEBUG: Frame 91 process time: 0.075055s
[17.914029] DEBUG: Frame 92 process time: 0.086458s
[18.088198] DEBUG: Frame 93 process time: 0.075222s
[18.206712] DEBUG: Frame 94 process time: 0.087363s
[18.381734] DEBUG: Frame 95 process time: 0.076410s
[18.499939] DEBUG: Frame 96 process time: 0.087369s
[18.676856] DEBUG: Frame 97 process time: 0.075604s
[18.802728] DEBUG: Frame 98 process time: 0.094825s
[18.969045] DEBUG: Frame 99 process time: 0.075631s
[19.000485] EVENT: Calculated point:     5.26591    0.216527 1.09652e-17
[19.000538] CLOSE: Closing Logger :)
