[0.000694] INIT: Logger started :)
[0.001037] EVENT: Parameters parsed for blob detector
[11.994656] DEBUG: Frame 59 process time: 0.081506s
[12.109463] DEBUG: Frame 60 process time: 0.084550s
[12.305051] DEBUG: Frame 61 process time: 0.077499s
[12.422987] DEBUG: Frame 62 process time: 0.087500s
[12.537620] DEBUG: Frame 63 process time: 0.084381s
[12.671395] DEBUG: Frame 64 process time: 0.077459s
[12.790029] DEBUG: Frame 65 process time: 0.087790s
[12.907730] DEBUG: Frame 66 process time: 0.087480s
[13.150792] DEBUG: Frame 67 process time: 0.076757s
[13.270319] DEBUG: Frame 68 process time: 0.088849s
[13.388417] DEBUG: Frame 69 process time: 0.087884s
[13.512795] DEBUG: Frame 70 process time: 0.088579s
[13.627566] DEBUG: Frame 71 process time: 0.077356s
[13.763743] DEBUG: Frame 72 process time: 0.105066s
[13.948465] DEBUG: Frame 73 process time: 0.077716s
[14.063265] DEBUG: Frame 74 process time: 0.084111s
[14.179801] DEBUG: Frame 75 process time: 0.086280s
[14.395229] DEBUG: Frame 76 process time: 0.077235s
[14.513285] DEBUG: Frame 77 process time: 0.087020s
[14.628571] DEBUG: Frame 78 process time: 0.085073s
[14.846849] DEBUG: Frame 79 process time: 0.088778s
[14.968086] DEBUG: Frame 80 process time: 0.090459s
[15.163585] DEBUG: Frame 81 process time: 0.077527s
[15.286240] DEBUG: Frame 82 process time: 0.091510s
[15.403246] DEBUG: Frame 83 process time: 0.086780s
[15.615075] DEBUG: Frame 84 process time: 0.077011s
[15.750616] DEBUG: Frame 85 process time: 0.104931s
[15.923306] DEBUG: Frame 86 process time: 0.077584s
[16.059586] DEBUG: Frame 87 process time: 0.105310s
[16.236239] DEBUG: Frame 88 process time: 0.078454s
[16.549727] DEBUG: Frame 89 process time: 0.075763s
[16.668926] DEBUG: Frame 90 process time: 0.088747s
[16.868734] DEBUG: Frame 91 process time: 0.077892s
[16.989205] DEBUG: Frame 92 process time: 0.089714s
[17.172649] DEBUG: Frame 93 process time: 0.076716s
[17.294312] DEBUG: Frame 94 process time: 0.091234s
[17.483736] DEBUG: Frame 95 process time: 0.076867s
[17.603482] DEBUG: Frame 96 process time: 0.088621s
[17.719428] DEBUG: Frame 97 process time: 0.085713s
[17.843788] DEBUG: Frame 98 process time: 0.092628s
[18.027162] DEBUG: Frame 99 process time: 0.076832s
[18.057800] EVENT: Calculated point:  0.784146 -0.796742         0
[18.057856] CLOSE: Closing Logger :)
