[0.000598] INIT: Logger started :)
[0.000986] EVENT: Parameters parsed for blob detector
[13.499514] DEBUG: Frame 76 process time: 0.080159s
[13.610935] DEBUG: Frame 77 process time: 0.076429s
[13.727155] DEBUG: Frame 78 process time: 0.085922s
[13.834974] DEBUG: Frame 79 process time: 0.077581s
[13.959631] DEBUG: Frame 80 process time: 0.084986s
[14.154594] DEBUG: Frame 81 process time: 0.076170s
[14.264240] DEBUG: Frame 82 process time: 0.079006s
[14.454519] DEBUG: Frame 83 process time: 0.076071s
[14.565043] DEBUG: Frame 84 process time: 0.079921s
[14.746430] DEBUG: Frame 85 process time: 0.075939s
[14.864838] DEBUG: Frame 86 process time: 0.087796s
[15.038890] DEBUG: Frame 87 process time: 0.076302s
[15.151244] DEBUG: Frame 88 process time: 0.081443s
[15.339897] DEBUG: Frame 89 process time: 0.080696s
[15.451908] DEBUG: Frame 90 process time: 0.081065s
[15.630894] DEBUG: Frame 91 process time: 0.077244s
[15.741669] DEBUG: Frame 92 process time: 0.080348s
[15.919284] DEBUG: Frame 93 process time: 0.076701s
[16.030977] DEBUG: Frame 94 process time: 0.080861s
[16.207668] DEBUG: Frame 95 process time: 0.076810s
[16.321693] DEBUG: Frame 96 process time: 0.082830s
[16.433433] DEBUG: Frame 97 process time: 0.081530s
[16.548921] DEBUG: Frame 98 process time: 0.085084s
[16.661242] DEBUG: Frame 99 process time: 0.082059s
[16.695423] EVENT: Calculated point:  4.52573 0.112759        0
[16.695469] CLOSE: Closing Logger :)
