[0.000452] INIT: Logger started :)
[0.000822] EVENT: Parameters parsed for blob detector
[12.627065] DEBUG: Frame 72 process time: 0.073769s
[12.738344] DEBUG: Frame 73 process time: 0.080868s
[12.846429] DEBUG: Frame 74 process time: 0.077770s
[13.035235] DEBUG: Frame 75 process time: 0.074699s
[13.144069] DEBUG: Frame 76 process time: 0.078390s
[13.251273] DEBUG: Frame 77 process time: 0.076879s
[13.364128] DEBUG: Frame 78 process time: 0.078955s
[13.471104] DEBUG: Frame 79 process time: 0.076548s
[13.678899] DEBUG: Frame 80 process time: 0.073552s
[13.787999] DEBUG: Frame 81 process time: 0.078065s
[13.894831] DEBUG: Frame 82 process time: 0.076512s
[14.008383] DEBUG: Frame 83 process time: 0.083049s
[14.114947] DEBUG: Frame 84 process time: 0.076161s
[14.222422] DEBUG: Frame 85 process time: 0.076648s
[14.326876] DEBUG: Frame 86 process time: 0.073678s
[14.438372] DEBUG: Frame 87 process time: 0.080644s
[14.546345] DEBUG: Frame 88 process time: 0.077654s
[14.655334] DEBUG: Frame 89 process time: 0.073577s
[14.765932] DEBUG: Frame 90 process time: 0.080214s
[14.958493] DEBUG: Frame 91 process time: 0.073361s
[15.074108] DEBUG: Frame 92 process time: 0.085189s
[15.182451] DEBUG: Frame 93 process time: 0.078022s
[15.293873] DEBUG: Frame 94 process time: 0.080615s
[15.402914] DEBUG: Frame 95 process time: 0.078667s
[15.586880] DEBUG: Frame 96 process time: 0.073530s
[15.695533] DEBUG: Frame 97 process time: 0.077791s
[15.801051] DEBUG: Frame 98 process time: 0.075196s
[15.910424] DEBUG: Frame 99 process time: 0.079008s
[16.013332] EVENT: Calculated point: nan nan nan
[16.013386] CLOSE: Closing Logger :)
